Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
37,1.1,-0.9539295437068215,-28.881649673473213,2.9357088920883725e-13,4.671722954178712e-14,-6.630867649713445,-29.4751463174479,1.5063436906451472e-20,37
