Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
27,1.25,-2.2248007057571404,-31.46510662111176,7.90918259553667e-14,4.9937039894665015e-14,-5.471274717819213,-31.490796194110796,1.482066520409212e-19,27
