Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
60,1.05,-2.650729966003557,-31.454098300489356,1.7257348302657517e-13,3.892895994111709e-14,-4.167914630413557,-30.727414241056955,6.602579577752081e-17,60
