Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
36,1.05,-3.2540414748970363,-21.07932757521184,2.1394608886001366e-09,8.626153445738952e-10,-6.452496080924056,-19.81189434860509,1.589493365256958e-15,36
