Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
41,1.25,-2.667096672777881,-30.767177989260457,4.22819463995109e-14,7.901952583884118e-14,-7.413290085506803,-27.950060433825023,4.7722977071858194e-20,41
