Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
39,1.1,-1.574672317194082,-31.935257324245935,6.648183160273045e-14,1.3297470384448362e-14,-5.454896502223512,-30.967141193869878,6.353812883987538e-20,39
