Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
24,1.2000000000000002,-5.450660411666023,-32.37723587031343,9.25423149898125e-14,1.362839713320347e-15,-4.92453713112377,-33.5853936455971,6.442735203215635e-20,24
