Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
26,1.05,2.5602962079278995,-38.731730475826126,8.838438378947813e-18,1.1450959926641462e-17,-3.0289575732487592,-41.086029224690485,1.2701505583002603e-21,26
