Event Index,Fréquence coin,Slope basse frequence,Intercept basse frequence,First PSD basse frequence,PSD requence coin,Slope haute frequence,Intercept haute frequence,Last PSD haute frequence,numero1
22,1.05,0.7169438065223925,-27.208651775652697,4.872841752312458e-13,6.300357532999587e-13,-4.944716096115058,-27.452558755071102,4.2617712196590635e-18,22
