event_index,distance,asymétrie,aire,energie_max_trace,Impulsion,starttime,endtime,durée,numero2
39.0,24.47873020467683,0.7304035008924726,4.56576574736748e-11,1.2705277068534205e-12,-2.523471904091625e-16,522.0,646.0,124.0,39
