datalocation|endtime|eventid|height|heightUncertaintyHigh|heightUncertaintyLow|length|lengthUncertaintyHigh|lengthUncertaintyLow|latitude|longitude|name|quality|starttime|type|subtype|volume|volumeUncertaintyHigh|volumeUncertaintyLow|H/L|H/L_err|determined_uncertainty|inventory
IRIS|2007_07_25 010251|22|1860.0|66.86148541425884|1200000.0|5760.0|70.4359349440459|4650000.0|61.10249|-140.3055|Mount Steele 2|5|2007_07_25 005835|rock and ice avalanche|Rock/ice/debris avalanches and slides|54000000.0|80500000.0|27500000.0|0.3229166666666667|333.69758982758646|True|"Inventory created at 2024-08-07T04:44:40.757700Z
	Created by: IRIS WEB SERVICE: fdsnws-station | version: 1.1.52
		    http://service.iris.edu/fdsnws/station/1/query?channel=BH%2A%2CHH%2...
	Sending institution: IRIS-DMC (IRIS-DMC)
	Contains:
		Networks (7):
			AK, AT, CN, IM, US, XZ, YV
		Stations (64):
			AK.BESE (Bessie Mountain, AK, USA)
			AK.BMR (Bremner River, AK, USA)
			AK.DCPH (Deception Hills, AK, USA)
			AK.DIV (Divide Microwave, AK, USA)
			AK.DOT (Dot Lake, AK, USA)
			AK.EYAK (Cordova Ski Area, AK, USA)
			AK.FIB (Fire Island, AK, USA)
			AK.HARP (HAARP, AK, USA)
			AK.MCK (McKinley Park, AK, USA)
			AK.PAX (Paxson, AK, USA)
			AK.PIN (Pinnacle, AK, USA)
			AK.PNL (Peninsula, AK, USA)
			AK.RAG (Ragged Mountain, AK, USA)
			AK.RC01 (Rabbit Creek, AK, USA)
			AK.RIDG (Independent Ridge, AK, USA)
			AK.SAW (Sawmill, AK, USA)
			AK.SCRK (Sand Creek, AK, USA)
			AK.SWD (Seward, AK, USA)
			AT.PMR (Palmer, Alaska)
			AT.SIT (Sitka, Alaska)
			AT.SKAG (Skagway, Alaska)
			CN.DAWY (Dawson, YT, CA)
			CN.PLBC (Pleasant Camp, BC, CA)
			CN.WHY (Whitehorse, YT, CA)
			IM.IL31 (ILAR Array, Site 31, Eielson, AK, USA)
			US.EGAK (Eagle, Central Alaska, Alaska, USA)
			XZ.BAGL (Bagley Icefield, AK, USA)
			XZ.BARK (Barkley Ridge, AK, USA)
			XZ.BARN (Barnard Glacier, AK, USA)
			XZ.BERG (Berg Lake, AK, USA)
			XZ.BGLC (Bering Glacier BLM Camp, AK, USA)
			XZ.GOAT (Goat Mountain, AK, USA)
			XZ.GRIN (Grindle Hills, AK, USA)
			XZ.GRNC (Granite Creek, AK, USA)
			XZ.ISLE (Juniper Island, AK, USA)
			XZ.KHIT (Khitrov Hills, AK, USA)
			XZ.KIAG (Kiagna River, AK, USA)
			XZ.KULT (Kultieth River Mtn, AK, USA)
			XZ.LOGN (Logan Glacier, AK, USA)
			XZ.MCAR (McCarthy VSAT, AK, USA)
			XZ.MESA (Mesa, AK, USA)
			XZ.NICH (Nichawak Mountain, AK, USA)
			XZ.PTPK (Patty Peak Repeater, AK, USA)
			XZ.RKAV (Rock Avalanche, AK, USA)
			XZ.SAMH (Samovar Hills, AK, USA)
			XZ.SUCK (Suckling Hills, AK, USA)
			XZ.TABL (Table Mountain, AK, USA)
			XZ.VRDI (Verde Repeater, AK, USA)
			YV.AVAL (Avalanche)
			YV.CASW (Caswell)
			YV.CLRS (Cullross Island)
			YV.DEVL (Devils Pass Trail)
			YV.HEAD (Caines Head)
			YV.HOLG (Holgate Glacier)
			YV.HOPE (Hope)
			YV.HOPJ (Hope Junction)
			YV.INDI (Indian Creek)
			YV.MAIN (Main Bay)
			YV.MCDC (McDonald Center)
			YV.NANC (Nancy Lake)
			YV.PERI (Perry Island)
			YV.PORT (Portage)
			YV.USKI (Upper Skilak Lake)
			YV.WHIT (Whittier)
		Channels (0):
"
IRIS|2017_06_23 214249|273|1200.0|50.86642565234544|1200000.0|2600.0|36.07096066610387|2921278.1798705524|32.0797|103.6628|Xinmo Village, China|5|2017_06_23 213916|rock slide, rock avalanche|Rock/ice/debris avalanches and slides|13000000.0|14000000.0|12000000.0|0.4615384615384615|694.1959314626579|True|"Inventory created at 2024-08-07T04:44:42.351900Z
	Created by: IRIS WEB SERVICE: fdsnws-station | version: 1.1.52
		    http://service.iris.edu/fdsnws/station/1/query?channel=BH%2A%2CHH%2...
	Sending institution: IRIS-DMC (IRIS-DMC)
	Contains:
		Networks (3):
			3J, CB, IC
		Stations (25):
			3J.BBSX (Baosheng township)
			3J.BCPC (Caoping Village)
			3J.BFSC (Feishui Village)
			3J.BHGC (Hongguang Village)
			3J.BHLC (Hualongmen Village)
			3J.BHPC (Heping Village)
			3J.BJFC (Jinfeng Village)
			3J.BJHC (Juehuang VIllage)
			3J.BLHC (Lianghe Village)
			3J.BLXC (Luxi Village)
			3J.BQFC (Qiaoqi Township)
			3J.BQYC (Dachuan Town)
			3J.BRLZ (Siguniang Town)
			3J.BTLG (Tai'an Ancient Town)
			3J.BWLZ (Wolong Town)
			3J.BWQC (Wuqiao Village)
			3J.BWTB (Jinlou Mountain)
			3J.BXFC (Xianfeng Village)
			3J.BXSC (Baoxing County)
			3J.BYFC (Lanshui Water)
			3J.BYKC (Yangkai Village)
			3J.BYQC (Chujiang Town)
			CB.CD2 (Chengdou,Sichuan Province)
			CB.LZH (Lanzhou,Gansu Province)
			IC.XAN (Xi'an, China)
		Channels (0):
"
IRIS|2017_07_22 205957|127|931.0|43.38495988293569|1200000.0|3730.0|48.8396865110433|4650000.0|60.07385|-139.84532|Lucia Glacier|4|2017_07_22 205630|rock avalanche|Rock/ice/debris avalanches and slides|3000000.0|4000000.0|2300000.0|0.249597855227882|447.5629940367733|True|"Inventory created at 2024-08-07T04:44:43.275100Z
	Created by: IRIS WEB SERVICE: fdsnws-station | version: 1.1.52
		    http://service.iris.edu/fdsnws/station/1/query?channel=BH%2A%2CHH%2...
	Sending institution: IRIS-DMC (IRIS-DMC)
	Contains:
		Networks (9):
			7C, AK, AT, AV, CN, NY, TA, US, YG
		Stations (178):
			7C.MM01 (Fraser, BC, Canada)
			7C.MM02 (15 km NE of Fraser, BC, Canada along the South Klo)
			7C.MM03 (Yukon and British Columbia border along the South)
			7C.MM04 (Crag Lake, YT, Canada)
			7C.MM05 (Jakes Corner, YT, Canada)
			7C.MM06 (Johnsons Crossing, YT, Canada)
			7C.MM07 (S Canol Road, YT, Canada)
			7C.MM08 (S Canol Road, YT, Canada)
			7C.MM09 (S Canol Road, YT, Canada)
			7C.MM10 (S Canol Road, YT, Canada)
			7C.MM11 (S Canol Road, YT, Canada)
			7C.MM12 (Ross River, YT, Canada)
			7C.MM13 (Ross River, YT, Canada)
			7C.MM14 (Ross River, YT, Canada)
			7C.MM15 (Ross River, YT, Canada)
			7C.MM16 (N Canol Road, YT, Canada)
			7C.MM17 (N Canol Road, YT, Canada)
			7C.MM18 (N Canol Road, YT, Canada)
			7C.MM19 (N Canol Road, YT, Canada)
			7C.MM20 (N Canol Road, YT, Canada)
			7C.MM21 (N Canol Road, YT, Canada)
			7C.MM22 (N Canol Road, YT, Canada)
			AK.BAGL (Bagley Icefield, AK, USA)
			AK.BAL (Baldy Mountain, AK, USA)
			AK.BARK (Barkley Ridge, AK, USA)
			AK.BARN (Barnard Glacier, AK, USA)
			AK.BCP (Bancas Point, AK, USA)
			AK.BERG (Berg Lake, AK, USA)
			AK.BESE (Bessie Mountain, AK, USA)
			AK.BGLC (Bering Glacier BLM Camp, AK, USA)
			AK.BMR (Bremner River, AK, USA)
			AK.CRQ (Cirque, AK, USA)
			AK.CTG (Chitna Glacier, AK, USA)
			AK.CYK (Cape Yakataga, AK, USA)
			AK.DHY (Denali Highway, AK, USA)
			AK.DIV (Divide Microwave, AK, USA)
			AK.DOT (Dot Lake, AK, USA)
			AK.EYAK (Cordova Ski Area, AK, USA)
			AK.FID (Fidalgo, AK, USA)
			AK.GHO (Gloryhole, AK, USA)
			AK.GLB (Gilahina Butte, AK, USA)
			AK.GLI (Glacier Island, AK, USA)
			AK.GOAT (Goat Mountain, AK, USA)
			AK.GRIN (Grindle Hills, AK, USA)
			AK.GRNC (Granite Creek, AK, USA)
			AK.HIN (Hinchinbrook, AK, USA)
			AK.HMT (Hamilton, AK, USA)
			AK.ISLE (Juniper Island, AK, USA)
			AK.JIS (Juneau Island, AK, USA)
			AK.KAI (Kayak Island, AK, USA)
			AK.KHIT (Khitrov Hills, AK, USA)
			AK.KIAG (Kiagna River, AK, USA)
			AK.KLU (Klutina Pass, AK, USA)
			AK.KNK (Knik Glacier, AK, USA)
			AK.LOGN (Logan Glacier, AK, USA)
			AK.MCAR (McCarthy VSAT, AK, USA)
			AK.MESA (Mesa, AK, USA)
			AK.NICH (Nichawak Mountain, AK, USA)
			AK.PAX (Paxson, AK, USA)
			AK.PIN (Pinnacle, AK, USA)
			AK.PNL (Peninsula, AK, USA)
			AK.PTPK (Patty Peak Repeater, AK, USA)
			AK.PWL (Port Wells, AK, USA)
			AK.RAG (Ragged Mountain, AK, USA)
			AK.RC01 (Rabbit Creek, AK, USA)
			AK.RIDG (Independent Ridge, AK, USA)
			AK.RKAV (Rock Avalanche, AK, USA)
			AK.SAMH (Samovar Hills, AK, USA)
			AK.SAW (Sawmill, AK, USA)
			AK.SCM (Sheep Mountain, AK, USA)
			AK.SCRK (Sand Creek, AK, USA)
			AK.SGA (Sherman Glacier, AK, USA)
			AK.SSP (Sunshine Point, AK, USA)
			AK.SUCK (Suckling Hills, AK, USA)
			AK.SWD (Seward, AK, USA)
			AK.TABL (Table Mountain, AK, USA)
			AK.TGL (Tana Glacier, AK, USA)
			AK.VRDI (Verde Repeater, AK, USA)
			AK.WAT1 (Susitna Watana 1, AK, USA)
			AK.WAT6 (Susitna Watana 6, AK, USA)
			AK.WAX (Waxell Ridge, AK, USA)
			AK.YAH (Yahtse, AK, USA)
			AT.MENT (Mentasta, Alaska)
			AT.MID (Middleton Island, Alaska)
			AT.PMR (Palmer, Alaska)
			AT.SIT (Sitka, Alaska)
			AT.SKAG (Skagway, Alaska)
			AT.YKU2 (Yakutat, Alaska)
			AV.WACK (Chichokna Glacier, Mount Wrangell, Alaska)
			CN.BVCY (Beaver Creek, YT, CA)
			CN.DAWY (Dawson, YT, CA)
			CN.HYT (Haines Jct., YT, CA)
			CN.PLBC (Pleasant Camp, BC, CA)
			CN.WHY (Whitehorse, YT, CA)
			CN.YUK2 (White River, YT, CA)
			CN.YUK3 (Moose Creek, YT, CA)
			CN.YUK4 (Talbot Arm, YT, CA)
			CN.YUK5 (Granite Creek, YT, CA)
			CN.YUK6 (Outpost Mountain, YT, CA)
			CN.YUK7 (Dusty Glacier, YT, CA)
			CN.YUK8 (Steele Glacier, YT, CA)
			NY.FARO (Faro)
			NY.MAYO (Mayo)
			NY.MMPY (MMPY Solar Site)
			TA.HARP (HAARP, Gakona, AK, USA)
			TA.J26L (Joseph Creek, AK, USA)
			TA.J29M (Klondike Camp, Yukon, CA)
			TA.J30M (Hart River, Yukon, CAN)
			TA.K24K (Donnelly Dome, AK, USA)
			TA.K27K (Chicken, AK, USA)
			TA.K29M (Barlow Dome, YT, CAN)
			TA.L26K (Log Cabin Wilderness Lodge, Tok, AK, USA)
			TA.L27K (Beaver Creek, Northway Junction, AK, USA)
			TA.L29M (Grand Valley Creek, YT, CAN)
			TA.M23K (Glacier View, AK, USA)
			TA.M24K (Tolsona, Glennallen, AK, USA)
			TA.M26K (Nabesna, AK, USA)
			TA.M27K (Edge Creek, AK, USA)
			TA.M29M (Somme Creek, YT, CAN)
			TA.M30M (Minto, Yukon, CA)
			TA.M31M (Drury Creek, Yukon, CA)
			TA.N25K (Chitina, Valdez-Cordova, AK, USA)
			TA.N30M (Aishikik Lake, Yukon, CAN)
			TA.N31M (Braeburn, Yukon, CA)
			TA.N32M (Quiet Lake, YT, Canada)
			TA.O22K (Cooper Landing, AK, USA)
			TA.O28M (Mount Upton, YT, CAN)
			TA.O29M (Mount Kennedy, YT, CAN)
			TA.O30N (Mendenhall, YT, Canada)
			TA.P23K (Montague Island, AK, USA)
			TA.P29M (Windy Craggy, BC, CAN)
			TA.P30M (Million Dollar Falls, (MDFC Geodetic GPS), YT, CA)
			TA.P32M (Atlin, BC, CAN)
			TA.P33M (Teslin, Yukon, CA)
			TA.Q23K (Middleton Island, AK, USA)
			TA.Q32M (Nakina River, BC, CAN)
			TA.R31K (City Hall, Gustavus, AK, USA)
			TA.R32K (Eaglecrest, AK, USA)
			TA.R33M (Jennings River, BC, CAN)
			TA.S31K (Pelican, AK, USA)
			TA.S32K (Killisnoo, AK, USA)
			TA.S34M (Telegraph Creek, BC, CAN)
			TA.T33K (Petersburg, AK, USA)
			US.EGAK (Eagle, Central Alaska, Alaska, USA)
			YG.DEN1 (Denali HW 1)
			YG.DEN3 (Denali HW 3)
			YG.DEN4 (Denali HW 4)
			YG.GLN1 (Glenn HW 1)
			YG.GLN2 (Glenn HW 2)
			YG.GLN3 (Glenn HW 3)
			YG.GLN4 (Richardson HW 1)
			YG.LKLO (Lake Louise)
			YG.MCR1 (McCarthy Road 1)
			YG.MCR2 (McCarthy Road 2)
			YG.MCR3 (McCarthy Road 3)
			YG.MCR4 (McCarthy Road 4)
			YG.NEB1 (Nebesna Road 1)
			YG.NEB2 (Nebesna Road 2)
			YG.NEB3 (Nebesna Road 3)
			YG.RH01 (Richardson HW 1)
			YG.RH02 (Richardson HW 2)
			YG.RH03 (Richardson HW 3)
			YG.RH04 (Richardson HW 4)
			YG.RH05 (Richardson HW 5)
			YG.RH06 (Richardson HW 6)
			YG.RH07 (Richardson HW 7)
			YG.RH08 (Richardson HW 1)
			YG.RH10 (Richardson HW 10)
			YG.RH11 (Richardson HW 11)
			YG.RH12 (Richardson HW 12)
			YG.RH13 (Richardson HW 13)
			YG.RH14 (Richardson HW 14)
			YG.RH15 (Richardson HW 15)
			YG.TOK1 (Tok HW 1)
			YG.TOK2 (Tok HW 2)
			YG.TOK3 (Tok HW 3)
			YG.TOK4 (Tok HW 4)
			YG.TOK5 (Tok HW 5)
		Channels (0):
"
IRIS, NCEDC|2013_07_25 101727|186|690.0|760.0|640.0|2000.0|2100.0|1600.0|61.9845|-143.1683|Wrangell Mountains|4|2013_07_25 101456|rock and debris avalanche|Rock/ice/debris avalanches and slides|2600000.0|3900000.0|1800000.0|0.345|0.1050669429459142|False|"Inventory created at 2024-08-07T04:44:45.692000Z
	Created by: IRIS WEB SERVICE: fdsnws-station | version: 1.1.52
		    http://service.iris.edu/fdsnws/station/1/query?channel=BH%2A%2CHH%2...
	Sending institution: IRIS-DMC (IRIS-DMC)
	Contains:
		Networks (10):
			AK, AT, AV, CN, IM, IU, NY, TA, US, YE
		Stations (130):
			AK.BAGL (Bagley Icefield, AK, USA)
			AK.BAL (Baldy Mountain, AK, USA)
			AK.BARK (Barkley Ridge, AK, USA)
			AK.BARN (Barnard Glacier, AK, USA)
			AK.BCP (Bancas Point, AK, USA)
			AK.BERG (Berg Lake, AK, USA)
			AK.BGLC (Bering Glacier BLM Camp, AK, USA)
			AK.BMR (Bremner River, AK, USA)
			AK.BPAW (Bear Paw Mountain, AK, USA)
			AK.BRLK (Bradley Lake, AK, USA)
			AK.BRSE (Bradley Lake South, AK, USA)
			AK.BWN (Browne, AK, USA)
			AK.CAPN (Captain Cook Nikiski, AK, USA)
			AK.CAST (Castle Rocks, AK, USA)
			AK.CCB (Clear Creek Butte, AK, USA)
			AK.CHUM (Lake Minchumina, AK, USA)
			AK.CNP (China Poot, AK, USA)
			AK.CRQ (Cirque, AK, USA)
			AK.CTG (Chitna Glacier, AK, USA)
			AK.DCPH (Deception Hills, AK, USA)
			AK.DHY (Denali Highway, AK, USA)
			AK.DIV (Divide Microwave, AK, USA)
			AK.DOT (Dot Lake, AK, USA)
			AK.EYAK (Cordova Ski Area, AK, USA)
			AK.FID (Fidalgo, AK, USA)
			AK.FIRE (Fire Island, AK, USA)
			AK.FYU (Fort Yukon, AK, USA)
			AK.GHO (Gloryhole, AK, USA)
			AK.GLB (Gilahina Butte, AK, USA)
			AK.GLI (Glacier Island, AK, USA)
			AK.GOAT (Goat Mountain, AK, USA)
			AK.GRIN (Grindle Hills, AK, USA)
			AK.GRNC (Granite Creek, AK, USA)
			AK.HARP (HAARP, AK, USA)
			AK.HDA (Harding Lake, AK, USA)
			AK.HIN (Hinchinbrook, AK, USA)
			AK.HMT (Hamilton, AK, USA)
			AK.HOM (Homer Trailer, AK, USA)
			AK.ISLE (Juniper Island, AK, USA)
			AK.KAI (Kayak Island, AK, USA)
			AK.KHIT (Khitrov Hills, AK, USA)
			AK.KIAG (Kiagna River, AK, USA)
			AK.KLU (Klutina Pass, AK, USA)
			AK.KNK (Knik Glacier, AK, USA)
			AK.KTH (Kantishna Hills, AK, USA)
			AK.KULT (Kultieth River Mtn, AK, USA)
			AK.LOGN (Logan Glacier, AK, USA)
			AK.MCAR (McCarthy VSAT, AK, USA)
			AK.MCK (McKinley Park, AK, USA)
			AK.MDM (Murphy Dome, AK, USA)
			AK.MESA (Mesa, AK, USA)
			AK.MLY (Manley Hot Springs, AK, USA)
			AK.NEA (Nenana, AK, USA)
			AK.NICH (Nichawak Mountain, AK, USA)
			AK.PAX (Paxson, AK, USA)
			AK.PIN (Pinnacle, AK, USA)
			AK.PNL (Peninsula, AK, USA)
			AK.PPD (Porcupine Dome, AK, USA)
			AK.PPLA (Purkeypile, AK, USA)
			AK.PTPK (Patty Peak Repeater, AK, USA)
			AK.PWL (Port Wells, AK, USA)
			AK.RAG (Ragged Mountain, AK, USA)
			AK.RC01 (Rabbit Creek, AK, USA)
			AK.RIDG (Independent Ridge, AK, USA)
			AK.RKAV (Rock Avalanche, AK, USA)
			AK.RND (Reindeer, AK, USA)
			AK.SAMH (Samovar Hills, AK, USA)
			AK.SAW (Sawmill, AK, USA)
			AK.SCM (Sheep Mountain, AK, USA)
			AK.SCRK (Sand Creek, AK, USA)
			AK.SGA (Sherman Glacier, AK, USA)
			AK.SKN (Skwentna, AK, USA)
			AK.SLK (Skilak Lake, AK, USA)
			AK.SSN (Susitna, AK, USA)
			AK.SSP (Sunshine Point, AK, USA)
			AK.SUCK (Suckling Hills, AK, USA)
			AK.SWD (Seward, AK, USA)
			AK.TABL (Table Mountain, AK, USA)
			AK.TGL (Tana Glacier, AK, USA)
			AK.TRF (Thorofare Mountain, AK, USA)
			AK.VRDI (Verde Repeater, AK, USA)
			AK.WAT1 (Susitna Watana 1, AK, USA)
			AK.WAT2 (Susitna Watana 2, AK, USA)
			AK.WAT3 (Susitna Watana 3, AK, USA)
			AK.WAT4 (Susitna Watana 4, AK, USA)
			AK.WAX (Waxell Ridge, AK, USA)
			AK.WRH (Wood River Hill, AK, USA)
			AK.YAH (Yahtse, AK, USA)
			AT.MENT (Mentasta, Alaska)
			AT.MID (Middleton Island, Alaska)
			AT.PMR (Palmer, Alaska)
			AT.SKAG (Skagway, Alaska)
			AT.YKU2 (Yakutat, Alaska)
			AV.NCT (North Crescent, Redoubt Volcano, Alaska)
			AV.RDDF (Drift River, Redoubt Volcano, Alaska)
			AV.RDJH (Juergen's Hut, Redoubt Volcano, Alaska)
			AV.RDSO (South, Redoubt Volcano, Alaska)
			AV.RDWB (West Buttress, Redoubt Volcano, Alaska)
			AV.RED (Redoubt Volcano, Redoubt Volcano, Alaska)
			AV.SPBG (Barrier Glacier, Mount Spurr, Alaska)
			AV.SPCG (Capps Glacier, Mount Spurr, Alaska)
			AV.SPCN (Chakachatna North, Mount Spurr, Alaska)
			AV.SPCP (Crater Peak Broadband, Mount Spurr, Alaska)
			AV.SPCR (Chakachatna River, Mount Spurr, Alaska)
			AV.SPNN (North Nagishlamina, Mount Spurr, Alaska)
			CN.BVCY (Beaver Creek, YT, CA)
			CN.DAWY (Dawson, YT, CA)
			CN.HYT (Haines Jct., YT, CA)
			CN.PLBC (Pleasant Camp, BC, CA)
			CN.WHY (Whitehorse, YT, CA)
			CN.YUK1 (Sand Pete Hill, YT, CA)
			CN.YUK2 (White River, YT, CA)
			CN.YUK3 (Moose Creek, YT, CA)
			CN.YUK4 (Talbot Arm, YT, CA)
			CN.YUK5 (Granite Creek, YT, CA)
			CN.YUK6 (Outpost Mountain, YT, CA)
			CN.YUK7 (Dusty Glacier, YT, CA)
			CN.YUK8 (Steele Glacier, YT, CA)
			IM.IL31 (ILAR Array, Site 31, Eielson, AK, USA)
			IU.COLA (College Outpost, Alaska, USA)
			NY.FARO (Faro)
			NY.MAYO (Mayo)
			TA.HDA (Harding Lake, AK, USA)
			TA.POKR (Poker Flat Research Range, AK, USA)
			TA.TCOL (CIGO, UAF Yankovich Road, Fairbanks, AK, USA)
			US.EGAK (Eagle, Central Alaska, Alaska, USA)
			YE.PIC1 (Poker Flats, Alaska, USA)
			YE.PIC2 (Poker Flats, Alaska, USA)
			YE.PIC3 (Poker Flats, Alaska, USA)
			YE.PIC4 (Poker Flats, Alaska, USA)
		Channels (0):
"
IRIS|2013_01_21 011052|277|900.0|42.47175612956857|1200000.0|2900.0|39.5301692888992|3421960.2848516307|-43.5611|170.1801|Mount Haast, New Zealand|5|2013_01_21 010828|rock avalanche|Rock/ice/debris avalanches and slides|2000000.0|206926.17392183363|52650097.29573486|0.3103448275862069|552.5521624745031|True|"Inventory created at 2024-08-07T04:44:47.377100Z
	Created by: IRIS WEB SERVICE: fdsnws-station | version: 1.1.52
		    http://service.iris.edu/fdsnws/station/1/query?channel=BH%2A%2CHH%2...
	Sending institution: IRIS-DMC (IRIS-DMC)
	Contains:
		Networks (3):
			IU, NZ, ZT
		Stations (16):
			IU.SNZO (South Karori, New Zealand)
			NZ.KHZ (Kahutara)
			NZ.ODZ (Otahua Downs)
			NZ.QRZ (Quartz Range)
			NZ.RPZ (Rata Peaks)
			ZT.WZ04 (Julian)
			ZT.WZ05 (Dymock)
			ZT.WZ06 (Maisey/Dry Creek)
			ZT.WZ07 (Bowater)
			ZT.WZ08 (Rotokino/Forest)
			ZT.WZ09 (White/Oneone)
			ZT.WZ10 (MacKenzie/Poerua)
			ZT.WZ11 (Friend/Whataroa)
			ZT.WZ12 (Black/Wangannui)
			ZT.WZ19 (Curniffe)
			ZT.WZ21 (Whataroa)
		Channels (0):
"
